Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Season,Episode,seriesID,totalSeasons
The Ugly Stepsister,2025,N/A,23 Jan 2025,N/A,"Comedy, Horror",Emilie Blichfeldt,Emilie Blichfeldt,"Lea Myren, Flo Fagerli, Isac Calmroth","Follows Elvira as she battles against her gorgeous stepsister in a realm where beauty reigns supreme. She resorts to extreme measures to captivate the prince, amidst a ruthless competition for physical perfection.",N/A,"Norway, Denmark, Romania, Poland",N/A,https://m.media-amazon.com/images/M/MV5BNWZiMWM0MWYtZDY1MC00NDM4LTg1ZGYtODJiMjQ2ZjI2ZWNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Rotten Tomatoes', 'Value': '98%'}]",N/A,N/A,N/A,tt29344903,movie,N/A,N/A,N/A,N/A,True,False,/rw81acrkXXu1JyY1BdRPZP2KkdS.jpg,,4250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1284120,tt29344903,['NO'],no,Den stygge stesøsteren,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",13.6165,/zpNTEizQXbbgToaPAIqo2NZoNX8.jpg,"[{'id': 21979, 'logo_path': '/mQiRPXZxFNNvrbX8FgayoTLrg7x.png', 'name': 'Mer Film', 'origin_country': 'NO'}, {'id': 51112, 'logo_path': '/kWLbDFg6koYqFMYjmjcifeBFB8F.png', 'name': 'Lava Films', 'origin_country': 'PL'}, {'id': 162093, 'logo_path': '/f9KIm9oEcVXMROucR8s3XKjXOZk.png', 'name': 'MOTOR', 'origin_country': 'DK'}, {'id': 171066, 'logo_path': '/tjNpvJOTCwvPL2faaj3r2RR3dTs.png', 'name': 'Scanbox Entertainment Production', 'origin_country': 'DK'}, {'id': 8288, 'logo_path': '/5THcBZP0ad7hXPjtPTxld5sVJQp.png', 'name': 'Zentropa International Sweden', 'origin_country': 'SE'}, {'id': 129370, 'logo_path': '/c7OFocnzGIZ86DrcNAzosYNssKZ.png', 'name': 'EC1 Łódź', 'origin_country': 'PL'}, {'id': 218924, 'logo_path': None, 'name': 'Mediefondet Zefyr', 'origin_country': 'NO'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2025-03-07,715074,109,"[{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}]",Released,,The Ugly Stepsister,False,7.2,4,,,,
Nope,2022,R,22 Jul 2022,130 min,"Horror, Mystery, Sci-Fi",Jordan Peele,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,"English, Spanish","Canada, Japan, United States",43 wins & 181 nominations total,https://m.media-amazon.com/images/M/MV5BODRlNWRhZWUtMzdlZC00ZDIyLWFhZjMtYTcxNjI1ZDIwODhjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.8,"295,884",tt10954984,movie,N/A,"$123,277,080",N/A,N/A,True,False,/5N8LOeRzt7LcZIhPbNVaCsVOPdT.jpg,,68000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.nope.movie,762504,tt10954984,['US'],en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",15.7028,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,"[{'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 88934, 'logo_path': '/5Be96V9WXa7jJInSDPqDOqMBA0o.png', 'name': 'Monkeypaw Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-07-20,170823080,130,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,What’s a bad miracle?,Nope,False,6.8,4346,,,,
The Autopsy of Jane Doe,2016,R,21 Dec 2016,86 min,"Horror, Mystery, Thriller",André Øvredal,"Ian Goldberg, Richard Naing","Brian Cox, Emile Hirsch, Ophelia Lovibond",Father and son coroners investigate the death of a beautiful Jane Doe.,English,United Kingdom,8 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2MTEzMzkzM15BMl5BanBnXkFtZTgwMjM2MTM5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.8,"149,675",tt3289956,movie,N/A,"$10,474",N/A,N/A,True,False,/7GEi50BH2gjWuhoAx55Mmb0f7Vj.jpg,,4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,397243,tt3289956,['GB'],en,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",13.4791,/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg,"[{'id': 7437, 'logo_path': '/e5CcgFrdlxMUwlsS72si8q1yHBr.png', 'name': 'IM Global', 'origin_country': 'US'}, {'id': 53247, 'logo_path': None, 'name': 'Impostor Pictures', 'origin_country': 'US'}, {'id': 84988, 'logo_path': '/rzpfuMEMDQnmqp0YTFMEqgfDrxY.png', 'name': '42', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-12-21,6170043,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Every body has a secret.,The Autopsy of Jane Doe,False,6.8,4370,,,,
Bloat,2025,R,07 Mar 2025,N/A,Horror,Pablo Absento,Pablo Absento,"Ben McKenzie, Bojana Novakovic, Sawyer Jones","It follows a mother and two sons vacationing in Japan. Their younger son almost drowns in a lake, and soon after the accident, the parents realize that something is wrong with their boy.","English, Japanese","France, Russia, Japan",N/A,https://m.media-amazon.com/images/M/MV5BNmE5Njk2Y2YtMDMyMS00ZmZlLWFiN2ItNDQ0MjZmYWNkYmEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Rotten Tomatoes', 'Value': '31%'}]",N/A,N/A,N/A,tt23131648,movie,N/A,N/A,N/A,N/A,True,False,/dTgtCZj3YroMJe0P7DZ9ICeAoSC.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,937393,tt23131648,['US'],en,Bloat,"After a near-death drowning accident, a young boy's family is horrified to discover he has become possessed by a legendary demon from the depths of the lake. As the family races against time to save the boy's soul, the evil monster inside the child tears the family apart as it seeks to destroy everyone in its path.",14.6843,/xZVoA1FuQjovjZSqMT3HqXWzUfG.jpg,"[{'id': 169707, 'logo_path': '/9VoUjQO1R7DCgp1SeqwFnzLWIzt.png', 'name': 'Pulsar Content', 'origin_country': 'FR'}, {'id': 198350, 'logo_path': '/tLXVEotMczSn2a6A5vDgqJqpMDM.png', 'name': 'flag', 'origin_country': 'JP'}, {'id': 175169, 'logo_path': '/qyqiYpqa9IWKfy48MSXTnquWYau.png', 'name': 'Okko', 'origin_country': 'RU'}, {'id': 109501, 'logo_path': '/4dtmZKPLHzIALpGbdeSNX6Rw1p3.png', 'name': 'Bazelevs Entertainment', 'origin_country': 'US'}, {'id': 251273, 'logo_path': '/jjpiN0fEIrxn4NVgSGhE4SyMOi4.png', 'name': 'Overland Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-03-07,0,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Bloat,False,4.9,15,,,,
Free Guy,2021,PG-13,13 Aug 2021,115 min,"Action, Adventure, Comedy",Shawn Levy,"Matt Lieberman, Zak Penn","Ryan Reynolds, Jodie Comer, Taika Waititi","When Guy, a bank teller, learns that he is a non-player character in a bloodthirsty, open-world video game, he goes on to become the hero of the story and takes the responsibility of saving the world.","English, Japanese, German","United States, Canada",Nominated for 1 Oscar. 5 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BN2I0MGMxYjUtZTZiMS00MzMxLTkzNWYtMDUyZmUwY2ViYTljXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.1,"451,278",tt6264654,movie,N/A,"$121,626,598",N/A,N/A,True,False,/rOJb0yQOCny0bPjg8bCLw8DyAD7.jpg,"{'id': 861415, 'name': 'Free Guy Collection', 'poster_path': '/o9iYeSBx7lwWRDEt8QPWbKZZlJm.jpg', 'backdrop_path': '/9aDeWSxwfpOFjpw1XwRjLGnlcJm.jpg'}",110000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.20thcenturystudios.com/movies/free-guy,550988,tt6264654,['US'],en,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",18.0453,/6PFJrMvoQwBxQITLYHj09VeJ37q.jpg,"[{'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 104228, 'logo_path': '/hx0C1XcSxGgat8N62GpxoJGTkCk.png', 'name': 'Maximum Effort', 'origin_country': 'US'}, {'id': 125000, 'logo_path': None, 'name': 'Lit Entertainment Group', 'origin_country': 'US'}, {'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-08-11,331526598,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Life's too short to be a background character.,Free Guy,False,7.481,9052,,,,
Striking Rescue,2024,N/A,08 Nov 2024,106 min,Action,Siyu Cheng,Guo Haiwen,"Chen Duo-Yi, Junjia Hong, Tony Jaa",A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces. Tony Jaa Delivers His Signature Muay Thai Annihilation in an Extended Fight Scene.,N/A,China,N/A,https://m.media-amazon.com/images/M/MV5BMTQyZWFiN2QtOWQxMC00ZjY1LWIxODEtYTRlODA1ZTFiYjlhXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,52,tt34466483,movie,N/A,N/A,N/A,N/A,True,False,/yth78N88nwokepnOe5atwPGfTL1.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1382406,tt34466483,['CN'],zh,惊天大营救,A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces.,29.4082,/uTKfD1CdjCLMVITnzblaqVSTxma.jpg,"[{'id': 48460, 'logo_path': '/7m3BMwdstKRqw7qg5vSYW2S0HrR.png', 'name': 'Youku', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2024-12-05,0,106,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Striking Rescue,False,7.267,15,,,,
After Ever Happy,2022,R,07 Sep 2022,95 min,"Drama, Romance",Castille Landon,"Anna Todd, Sharon Soboil","Josephine Langford, Hero Fiennes Tiffin, Louise Lombard","As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other.",English,United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTEyZTdlZWItYzk4ZC00MWE2LTliMzUtYzU0ZWYxODEyYmQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.7,"12,731",tt13070038,movie,N/A,"$1,072,750",N/A,N/A,True,False,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,"{'id': 702624, 'name': 'After Collection', 'poster_path': '/oIcmMYCVrVUftMiO9tsniNnSNBc.jpg', 'backdrop_path': '/zZTy8G3sEVZNv0yGssgc7DvPUQJ.jpg'}",14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,744276,tt13070038,['US'],en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",13.6288,/moogpu8rNkEjTgFyLXwhPghft5w.jpg,"[{'id': 6626, 'logo_path': '/A1BnMoWjzjOrjzpWimyBQkf84mS.png', 'name': 'Voltage Pictures', 'origin_country': 'US'}, {'id': 107108, 'logo_path': '/5mxc7uNtFOZm2ly0BxixxGPvPlb.png', 'name': 'Wattpad', 'origin_country': 'CA'}, {'id': 88606, 'logo_path': '/9NKtkn1QfC6cqXB107nGox1rgqt.png', 'name': 'Vertical', 'origin_country': 'US'}, {'id': 158529, 'logo_path': None, 'name': 'Ethea Entertainment', 'origin_country': 'US'}, {'id': 107107, 'logo_path': None, 'name': 'CalMaple Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-08-24,19238073,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,After Ever Happy,False,6.804,1274,,,,
"Oh, Canada",2024,N/A,18 Dec 2024,91 min,Drama,Paul Schrader,"Russell Banks, Paul Schrader","Richard Gere, Uma Thurman, Jacob Elordi","Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life.",English,"United States, Israel",1 nomination,https://m.media-amazon.com/images/M/MV5BYjYwYmZmODEtYjVjZC00NGI3LWFhMjEtM2QxYWMyMDdiNjc0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,5.5,411,tt29994753,movie,N/A,N/A,N/A,N/A,True,False,/50ZSvrvnnIHobB8h2henqbBXqKH.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",https://kinolorber.com/film/oh-canada,1113583,tt29994753,['US'],en,"Oh, Canada","Famed Canadian-American leftist documentary filmmaker Leonard Fife was one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam. Now in his late seventies, Fife is dying of cancer in Montreal and has agreed to a final interview in which he is determined to bare all his secrets at last, to demythologize his mythologized life.",24.9678,/hKDR5AYXRTPb751oc7xK2Ay3PH0.jpg,"[{'id': 2520, 'logo_path': None, 'name': 'Arclight Films', 'origin_country': 'US'}, {'id': 136629, 'logo_path': None, 'name': 'Vested Interest', 'origin_country': 'US'}, {'id': 182163, 'logo_path': None, 'name': 'Ottocento Films', 'origin_country': 'US'}, {'id': 229026, 'logo_path': None, 'name': 'Left Home Productions', 'origin_country': 'US'}, {'id': 157114, 'logo_path': None, 'name': 'Exemplary Films', 'origin_country': 'US'}, {'id': 171436, 'logo_path': '/2PCuIrmhOMX9eGpxs8PQWjxfU3s.png', 'name': 'Carte Blanche', 'origin_country': 'US'}, {'id': 103867, 'logo_path': '/8XM4ZMmyMkffGiw4Gzob9QuDsTz.png', 'name': 'One Two Twenty Entertainment', 'origin_country': 'US'}, {'id': 188458, 'logo_path': '/limNPrYGEOyKb4kjcZKdIk6K0Sh.png', 'name': 'SIPUR', 'origin_country': 'IL'}, {'id': 8714, 'logo_path': '/cLH8bzJW3voNXF8uYKPKr50sdWp.png', 'name': 'Northern Lights Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IL', 'name': 'Israel'}]",2024-12-06,39856,94,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Oh, Canada",False,6.0,58,,,,
The Garfield Movie,2024,PG,24 May 2024,101 min,"Animation, Adventure, Comedy",Mark Dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds","Chris Pratt, Samuel L. Jackson, Hannah Waddingham","After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",English,"United States, United Kingdom, Hong Kong",2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYjY2NDZhN2EtZmYwNS00NDU2LThiODAtNmY4OWY2ODNmZWRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.7,"23,572",tt5779228,movie,N/A,"$91,956,547",N/A,N/A,True,False,/P82NAcEsLIYgQtrtn36tYsj41m.jpg,,60000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",https://www.thegarfield-movie.com/,748783,tt5779228,"['US', 'GB']",en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",30.8903,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,"[{'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 31922, 'logo_path': '/omWPoru2LNayUOBqjMBLP9KrFrP.png', 'name': 'DNEG', 'origin_country': 'GB'}, {'id': 144610, 'logo_path': '/879WnwsOH1oP6NlLY7ChD6vL6lh.png', 'name': 'Wayfarer Studios', 'origin_country': 'US'}, {'id': 129773, 'logo_path': None, 'name': 'One Cool Group', 'origin_country': 'HK'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 229807, 'logo_path': '/p8IO8N3bIaWaebafj52xvVB1On6.png', 'name': 'Andrews McMeel Entertainment', 'origin_country': 'US'}, {'id': 178792, 'logo_path': None, 'name': 'John Cohen Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2024-04-30,254907482,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Indoor cat. Outdoor adventure.,The Garfield Movie,False,7.062,1254,,,,
How to Train Your Dragon,2010,PG,26 Mar 2010,98 min,"Animation, Action, Adventure","Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",English,"United States, France, United Kingdom",Nominated for 2 Oscars. 25 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"841,318",tt0892769,movie,N/A,"$217,581,231",N/A,N/A,True,False,/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,"{'id': 89137, 'name': 'How to Train Your Dragon Collection', 'poster_path': '/hS8y3BcPki0GQKRQeGQVAz6BijK.jpg', 'backdrop_path': '/vBSuGU5OyJ5lGamkqXo2kVAe01F.jpg'}",165000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://www.howtotrainyourdragon.com/,10191,tt0892769,['US'],en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",14.7964,/5MfK01Jpx6at2Q0bIxtwE6Cigmh.jpg,"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-18,494879471,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,One adventure will change two worlds,How to Train Your Dragon,False,7.837,13359,,,,
Avengers: Endgame,2019,PG-13,26 Apr 2019,181 min,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Stan Lee","Robert Downey Jr., Chris Evans, Mark Ruffalo","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","English, Japanese, Xhosa, German",United States,Nominated for 1 Oscar. 71 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.4,"1,339,749",tt4154796,movie,N/A,"$858,373,000",N/A,N/A,True,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/yFSIUVTCvgYrpalUktulvk3Gi5Y.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",356000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",https://www.marvel.com/movies/avengers-endgame,299534,tt4154796,['US'],en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",60.0573,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-04-24,2799439100,181,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Xhosa', 'iso_639_1': 'xh', 'name': ''}]",Released,Avenge the fallen.,Avengers: Endgame,False,8.237,26277,,,,
